Wall time,Step,Value
1681972519.0078378,313,-1383.7479248046875
1681972522.9330294,316,-1292.9912109375
1681972525.5516856,318,-1127.1541748046875
1681972526.8625011,319,-1091.3631591796875
1681972530.8094811,322,-1314.875244140625
1681972533.426186,324,-878.8201904296875
1681972539.9780967,329,-1002.0126342773438
1681972541.3064384,330,-1182.0472412109375
1681972542.6145036,331,-903.1531982421875
1681972543.9258046,332,-1017.2826538085938
1681972550.485622,337,-1070.20654296875
1681972551.8030539,338,-1143.6240234375
1681972554.39592,340,-1034.995361328125
1681972558.3191314,343,-1425.1927490234375
1681972559.6627986,344,-1034.57763671875
1681972560.9946935,345,-939.2606201171875
1681972562.3188078,346,-1005.3831787109375
1681972564.9523199,348,-1309.02587890625
1681972567.5625372,350,-1498.2677001953125
1681972570.179564,352,-1191.8232421875
1681972571.493527,353,-1128.4178466796875
1681972572.794705,354,-1142.9637451171875
1681972578.018017,358,-924.8018798828125
1681972580.642111,360,-1119.0391845703125
1681972583.248683,362,-1052.981689453125
1681972584.5473425,363,-981.305419921875
1681972585.860942,364,-1178.9356689453125
1681972587.1670456,365,-1019.367431640625
1681972588.4806795,366,-924.6951293945312
1681972589.8048713,367,-1135.579833984375
1681972591.1224868,368,-1031.6038818359375
1681972598.9983358,374,-1913.138671875
1681972602.9420762,377,-1059.142822265625
1681972604.250591,378,-1003.2462158203125
1681972613.4520288,385,-792.9453125
1681972614.7596514,386,-1025.245361328125
1681972620.090817,390,-1037.529052734375
1681972621.4312947,391,-1147.41650390625
1681972622.7403083,392,-1017.1170654296875
1681972624.0399806,393,-1196.670654296875
1681972625.3516803,394,-1133.59033203125
1681972626.6541662,395,-1238.703369140625
1681972627.9678533,396,-983.45751953125
1681972629.290763,397,-930.107666015625
1681972630.6117005,398,-944.9253540039062
1681972631.9194512,399,-951.9639892578125
1681972634.5313244,401,-922.8532104492188
1681972635.8361073,402,-950.682861328125
1681972638.4547913,404,-1194.511962890625
1681972643.6821568,408,-1143.44140625
1681972644.9868395,409,-973.1321411132812
1681972648.9141917,412,-1015.9553833007812
1681972650.2838612,413,-1386.77001953125
1681972651.6179981,414,-1016.57763671875
1681972652.9311063,415,-1347.0869140625
1681972656.884684,418,-1009.9307861328125
1681972660.842658,421,-991.05126953125
1681972662.1621013,422,-1046.23779296875
1681972666.0750077,425,-889.0014038085938
1681972667.395146,426,-1002.1746215820312
1681972672.6630168,430,-1074.1956787109375
1681972673.958092,431,-1223.693115234375
1681972677.870084,434,-898.7674560546875
1681972679.1825337,435,-1120.2728271484375
1681972680.5160377,436,-1085.2896728515625
1681972681.8475723,437,-989.6757202148438
1681972683.1624732,438,-1299.77783203125
1681972684.4736843,439,-1250.8106689453125
1681972685.7899961,440,-975.9793090820312
1681972687.1057098,441,-1241.60107421875
1681972689.7835567,443,-850.5325317382812
1681972691.0941856,444,-1211.342041015625
1681972692.402916,445,-1233.0147705078125
1681972693.6965234,446,-1187.1312255859375
1681972698.9292142,450,-967.6787719726562
1681972700.2469583,451,-1044.211181640625
1681972701.567736,452,-1901.5225830078125
1681972702.8752594,453,-1139.943359375
1681972704.1871731,454,-1000.3658447265625
1681972706.8032987,456,-916.4063110351562
1681972709.4336014,458,-1041.0831298828125
1681972712.0806458,460,-1072.7841796875
1681972713.3922093,461,-1011.82666015625
1681972717.323706,464,-1084.6767578125
1681972718.624464,465,-1172.51416015625
1681972719.9493482,466,-1055.2659912109375
1681972722.6001453,468,-905.776123046875
1681972725.241619,470,-1087.8150634765625
1681972730.5130427,474,-1031.8861083984375
1681972731.8196723,475,-1103.5733642578125
1681972735.78364,478,-1037.4984130859375
1681972737.0905838,479,-1130.448974609375
1681972738.406266,480,-1096.5999755859375
1681972739.7444499,481,-1030.176025390625
1681972741.0829008,482,-916.6013793945312
1681972742.402491,483,-1088.3966064453125
1681972743.7196662,484,-1063.817626953125
1681972746.6602573,486,-1001.3731079101562
1681972748.0344484,487,-1093.1134033203125
1681972749.3746912,488,-1162.6566162109375
1681972750.7048125,489,-1243.7388916015625
1681972753.3517647,491,-1112.04931640625
1681972757.83968,494,-1110.6536865234375
1681972763.090456,498,-1162.7939453125
1681972767.0027843,501,-1155.346923828125
1681972768.3114073,502,-1173.7659912109375
1681972769.6084924,503,-1229.89697265625
1681972773.5639808,506,-1190.5487060546875
1681972776.1795573,508,-1001.1751708984375
1681972777.535226,509,-1043.404052734375
1681972778.8770673,510,-1197.45947265625
1681972780.2581146,511,-1159.979736328125
1681972781.748622,512,-987.58251953125
1681972783.2463233,513,-1225.22216796875
1681972784.5730877,514,-988.0711059570312
1681972788.6046221,517,-1188.031005859375
1681972789.9530232,518,-1181.4935302734375
1681972791.2951155,519,-1124.797607421875
1681972792.6070745,520,-1067.75439453125
1681972796.5345128,523,-948.0220336914062
1681972805.8677816,530,-1112.1248779296875
1681972809.8222065,533,-1141.2333984375
1681972811.146732,534,-1231.97607421875
1681972813.7863712,536,-1295.9356689453125
1681972815.1040046,537,-1180.4814453125
1681972816.4203315,538,-1005.9282836914062
1681972817.7216935,539,-1125.12109375
1681972819.0303679,540,-1049.248291015625
1681972821.7535732,542,-1006.1622314453125
1681972823.0599713,543,-914.3772583007812
1681972824.3776965,544,-1287.0108642578125
1681972827.0159438,546,-1108.48828125
1681972828.3364267,547,-1176.2200927734375
1681972832.3311589,550,-1064.138427734375
1681972834.9604218,552,-1137.4652099609375
1681972837.5941308,554,-1109.6973876953125
1681972838.9090238,555,-1163.380126953125
1681972840.2311757,556,-1883.5843505859375
1681972848.1926033,562,-1168.578369140625
1681972849.5161586,563,-918.332275390625
1681972850.8589773,564,-1092.1209716796875
1681972856.1762424,568,-1045.330322265625
1681972860.12732,571,-1076.3541259765625
1681972862.831333,573,-1131.9005126953125
1681972866.7932062,576,-1132.29931640625
1681972872.0715804,580,-1142.8763427734375
1681972877.3149443,584,-992.5438232421875
1681972878.6221347,585,-1065.1358642578125
1681972879.935769,586,-986.6058349609375
1681972882.542434,588,-1043.1925048828125
1681972885.1499603,590,-1175.968505859375
1681972886.4576879,591,-1235.14697265625
1681972887.758628,592,-1163.123779296875
1681972890.3742297,594,-926.5372314453125
1681972893.0290887,596,-1028.6568603515625
1681972894.3379843,597,-1131.592529296875
1681972895.6468337,598,-977.0723266601562
1681972896.9518473,599,-1294.6966552734375
1681972899.5699034,601,-880.5911254882812
1681972900.8824115,602,-1056.2384033203125
1681972902.1976786,603,-956.4833374023438
1681972904.8294063,605,-1439.002197265625
1681972908.8444316,608,-1319.7919921875
1681972911.547363,610,-947.7752075195312
1681972915.4287255,613,-1386.7857666015625
1681972916.7781212,614,-1213.5257568359375
1681972919.4021635,616,-960.6470336914062
1681972922.036088,618,-910.3218994140625
1681972924.625295,620,-1006.03369140625
1681972927.2136369,622,-997.2435913085938
1681972928.5024326,623,-1279.5997314453125
1681972932.3953216,626,-1000.15185546875
1681972934.9808693,628,-1184.1031494140625
1681972936.277275,629,-1118.9615478515625
1681972941.4575224,633,-1059.336181640625
1681972944.0479429,635,-1119.0797119140625
1681972946.6573012,637,-1097.705078125
1681972950.6068323,640,-1056.0689697265625
1681972951.918422,641,-1111.281005859375
1681972953.2211952,642,-1282.461181640625
1681972954.5038757,643,-1259.7913818359375
1681972955.8011332,644,-997.8782958984375
1681972957.0902262,645,-974.7964477539062
1681972962.2598932,649,-1098.7537841796875
1681972964.8492663,651,-850.8897705078125
1681972966.1534317,652,-1138.325927734375
1681972967.4469557,653,-1163.257080078125
1681972968.7450118,654,-1415.81591796875
1681972970.0278041,655,-1222.2779541015625
1681972973.929544,658,-5342.21240234375
1681972975.215242,659,-1114.0648193359375
1681972976.5108652,660,-1186.9581298828125
1681972985.6602743,667,-1018.421630859375
1681972989.591255,670,-865.743408203125
1681972996.1009696,675,-1076.2626953125
1681972997.3969038,676,-1284.03564453125
1681972998.676036,677,-1174.7568359375
1681973002.576744,680,-1231.471435546875
1681973005.1696787,682,-1073.5184326171875
1681973006.4597437,683,-1084.341064453125
1681973007.7486937,684,-1000.3241577148438
1681973011.6502576,687,-1111.4561767578125
1681973018.0876129,692,-1191.0562744140625
1681973020.6875408,694,-1116.544677734375
1681973021.9955132,695,-1187.0748291015625
1681973023.3055294,696,-1002.1189575195312
1681973024.5935512,697,-965.5595703125
1681973027.1762369,699,-913.233154296875
1681973031.0824673,702,-1072.3887939453125
1681973032.3851235,703,-977.8504638671875
1681973034.9672427,705,-1181.0667724609375
1681973040.1667676,709,-1139.3321533203125
1681973041.5021098,710,-1083.476806640625
1681973044.1058934,712,-993.7952880859375
1681973048.0127304,715,-948.7957153320312
1681973050.6020365,717,-1032.3143310546875
1681973053.1940985,719,-940.21240234375
1681973054.4827282,720,-1100.402099609375
1681973055.7747884,721,-1032.0853271484375
1681973058.356721,723,-1151.96875
1681973060.945806,725,-1166.165283203125
1681973062.2320225,726,-1220.7149658203125
1681973063.5155482,727,-887.566650390625
1681973064.8011096,728,-1000.253173828125
1681973066.0972745,729,-923.5137329101562
1681973068.6939354,731,-1041.0816650390625
1681973069.9887362,732,-1130.8052978515625
1681973071.2878356,733,-1003.7175903320312
1681973077.7409434,738,-835.940673828125
1681973079.0288093,739,-991.1236572265625
1681973080.3060746,740,-1197.08056640625
1681973082.9170284,742,-1067.392333984375
1681973084.2194266,743,-1129.8111572265625
1681973085.5100565,744,-1011.50732421875
1681973086.7996335,745,-1015.4381713867188
1681973095.8198855,752,-1091.5887451171875
1681973099.6996984,755,-1039.507568359375
1681973101.0172079,756,-1079.018798828125
1681973103.6380496,758,-903.819091796875
1681973110.0902019,763,-1083.9404296875
1681973111.388511,764,-1174.4937744140625
1681973112.7004693,765,-1077.606689453125
1681973116.5754366,768,-1135.1036376953125
1681973117.8719554,769,-983.61328125
1681973121.7316964,772,-1062.629638671875
1681973123.0270464,773,-1177.7099609375
1681973125.6079793,775,-946.9037475585938
1681973126.9058602,776,-1165.9530029296875
1681973129.476035,778,-1048.760498046875
1681973130.7560766,779,-1041.0889892578125
1681973132.054732,780,-1347.802734375
1681973133.3429017,781,-2548.76708984375
1681973134.6375759,782,-1197.0579833984375
1681973142.376032,788,-1373.1436767578125
1681973143.6687622,789,-1229.8587646484375
1681973146.2512085,791,-1083.8204345703125
1681973148.8182633,793,-1212.3575439453125
1681973151.411422,795,-1072.0091552734375
1681973152.7086196,796,-1119.6683349609375
1681973156.6186182,799,-1375.387939453125
1681973157.9091322,800,-1055.717529296875
1681973163.1761081,804,-1087.86669921875
1681973164.4914522,805,-990.9789428710938
1681973165.817154,806,-1121.0673828125
1681973167.121179,807,-1184.85107421875
1681973171.006212,810,-1057.7252197265625
1681973174.8909113,813,-1035.21630859375
1681973181.362618,818,-1061.572265625
1681973182.6696138,819,-1238.8887939453125
1681973185.2612865,821,-912.0010986328125
1681973186.5627222,822,-1069.4786376953125
1681973187.8723469,823,-1169.9066162109375
1681973190.476221,825,-1047.662841796875
1681973191.7803445,826,-897.5299072265625
1681973193.0911222,827,-1125.6842041015625
1681973194.3899171,828,-866.7742919921875
1681973199.5429056,832,-979.896484375
1681973200.8405104,833,-992.6054077148438
1681973203.4563081,835,-1016.6050415039062
1681973204.7469165,836,-1128.5845947265625
1681973206.051938,837,-1406.683837890625
1681973208.6439154,839,-966.2727661132812
1681973209.9252846,840,-928.09716796875
1681973213.8329215,843,-997.501708984375
1681973216.432725,845,-1084.1982421875
1681973222.9708219,850,-1266.0086669921875
1681973224.2528882,851,-1355.9376220703125
1681973228.1405735,854,-985.7514038085938
1681973232.0205886,857,-1053.9927978515625
1681973235.915229,860,-1066.766845703125
1681973238.4896944,862,-1427.5706787109375
1681973242.3904183,865,-1110.5274658203125
1681973243.7044122,866,-976.1983032226562
1681973248.89438,870,-946.3314819335938
1681973250.2408485,871,-944.2245483398438
1681973263.2461796,881,-944.2129516601562
1681973265.8468308,883,-987.3250122070312
1681973267.1444535,884,-1291.257080078125
1681973268.4391143,885,-941.0935668945312
1681973269.7278426,886,-1144.2843017578125
1681973272.3274596,888,-1069.2821044921875
1681973274.9301076,890,-1032.8525390625
1681973277.5316052,892,-1169.8721923828125
1681973281.4421623,895,-974.84814453125
1681973284.0576742,897,-1140.6497802734375
1681973285.3585064,898,-1091.22509765625
1681973289.2486527,901,-1020.716796875
1681973290.5865145,902,-1004.60546875
1681973293.200658,904,-1487.61279296875
1681973295.788309,906,-1089.12109375
1681973297.0815396,907,-1399.1329345703125
1681973298.3821266,908,-1134.33203125
1681973300.9774568,910,-1069.6064453125
1681973302.2691553,911,-1114.06103515625
1681973306.1773229,914,-1588.0982666015625
1681973311.3771758,918,-1033.7366943359375
1681973312.6683054,919,-1174.4830322265625
1681973315.2760053,921,-3596.52734375
1681973317.8653972,923,-1251.85546875
1681973323.0881002,927,-1068.2845458984375
1681973324.3997853,928,-1169.931884765625
1681973325.6995492,929,-1240.8125
1681973327.0017657,930,-1109.9801025390625
1681973328.3063755,931,-1021.7222290039062
1681973329.5931664,932,-1009.3154907226562
1681973330.8853424,933,-1030.7891845703125
1681973333.4922247,935,-1097.6688232421875
1681973338.6839614,939,-1129.7952880859375
1681973341.3063154,941,-1037.26025390625
1681973342.6078088,942,-1239.6630859375
1681973346.5356324,945,-1046.732177734375
1681973351.8120291,949,-1183.2724609375
1681973355.6989105,952,-997.0172119140625
1681973358.294319,954,-1056.7257080078125
1681973359.5976088,955,-1043.3994140625
1681973360.9034905,956,-1012.0690307617188
1681973366.1198285,960,-954.2554931640625
1681973368.8522832,962,-1248.2982177734375
1681973370.1616676,963,-901.7908325195312
1681973371.4475114,964,-1174.11669921875
1681973372.7900367,965,-1020.3203125
1681973375.3902552,967,-1154.2388916015625
1681973376.6819897,968,-1023.9671020507812
1681973380.5397778,971,-1108.132568359375
1681973387.0111442,976,-1134.639892578125
1681973389.5909872,978,-1062.8614501953125
1681973390.8827853,979,-1042.3148193359375
1681973393.4890718,981,-1262.3568115234375
1681973394.7823231,982,-1140.759521484375
1681973399.940503,986,-924.9068603515625
1681973402.5426126,988,-1064.7694091796875
1681973403.8433015,989,-1132.46484375
1681973405.1266458,990,-1075.41015625
1681973407.6909468,992,-1684.0828857421875
1681973410.2580304,994,-1072.313720703125
1681973411.5492537,995,-1204.7838134765625
1681973412.8423953,996,-978.6575317382812
1681973415.4321105,998,-1075.31787109375
1681973416.726281,999,-1031.3677978515625
1681973419.3210642,1001,-1235.336669921875
1681973420.6154284,1002,-1172.258544921875
1681973421.9094713,1003,-1580.8040771484375
1681973423.2229135,1004,-1091.271728515625
1681973424.5163271,1005,-1367.715576171875
1681973425.8189683,1006,-927.2400512695312
1681973432.2762132,1011,-1081.0657958984375
1681973434.8701174,1013,-1106.6824951171875
1681973437.443323,1015,-1155.6485595703125
1681973438.7257612,1016,-1085.8525390625
1681973440.0094168,1017,-1022.9983520507812
1681973446.4861088,1022,-892.8847045898438
1681973451.6873455,1026,-1015.7026977539062
1681973454.2809823,1028,-1038.288818359375
1681973455.5671544,1029,-1334.2708740234375
1681973463.393701,1035,-1389.041748046875
1681973464.695304,1036,-940.4640502929688
1681973466.0187325,1037,-1217.670166015625
1681973467.3277721,1038,-1054.2764892578125
1681973468.6176848,1039,-979.438720703125
1681973473.7903697,1043,-1057.359375
1681973476.3784223,1045,-988.810546875
1681973477.6780174,1046,-852.0770263671875
1681973485.4371488,1052,-1163.7398681640625
1681973486.7313,1053,-1096.665771484375
1681973490.605022,1056,-1180.175537109375
1681973493.1715953,1058,-1147.4921875
1681973494.469291,1059,-947.5809936523438
1681973495.7553778,1060,-1264.7034912109375
1681973498.336679,1062,-1057.0703125
1681973502.2273655,1065,-949.0020751953125
1681973503.526852,1066,-1335.2840576171875
1681973504.8409584,1067,-994.8515014648438
1681973507.4199677,1069,-994.6078491210938
1681973508.7171552,1070,-1198.31640625
1681973509.9964447,1071,-1064.8079833984375
1681973511.2958896,1072,-1031.657470703125
1681973512.5860054,1073,-1042.2369384765625
1681973513.89193,1074,-975.22412109375
1681973517.7678757,1077,-876.2152709960938
1681973519.051091,1078,-1249.4219970703125
1681973521.6660287,1080,-1216.290771484375
1681973522.9573147,1081,-1151.0460205078125
1681973524.2524981,1082,-1181.11181640625
1681973528.1161375,1085,-944.2003784179688
1681973529.4232628,1086,-1164.4212646484375
1681973530.7480319,1087,-1036.134765625
1681973535.9509742,1091,-1049.8538818359375
1681973537.2365897,1092,-1043.571533203125
1681973538.5422294,1093,-1154.36669921875
1681973545.00326,1098,-1159.1607666015625
1681973547.6054645,1100,-975.2192993164062
1681973550.230437,1102,-944.4967651367188
1681973551.5294747,1103,-1626.8182373046875
1681973552.8254488,1104,-1069.034912109375
1681973556.721955,1107,-1127.2333984375
1681973558.0161285,1108,-1066.67138671875
1681973559.2945116,1109,-1002.2422485351562
1681973560.5828133,1110,-1010.1395263671875
1681973561.8797565,1111,-1259.1693115234375
1681973563.1721594,1112,-1211.8173828125
1681973564.4835558,1113,-1154.4073486328125
1681973565.8090498,1114,-999.9594116210938
1681973568.3913915,1116,-1065.089111328125
1681973572.269336,1119,-1166.601806640625
1681973574.8706152,1121,-1816.74365234375
1681973576.1692946,1122,-1133.662109375
1681973580.0617137,1125,-995.2413330078125
1681973581.3718822,1126,-1111.749267578125
1681973583.9800513,1128,-1238.416259765625
1681973585.2892723,1129,-1144.467529296875
1681973586.5931647,1130,-1236.604248046875
1681973587.8780222,1131,-1065.2042236328125
1681973589.1690676,1132,-1422.06494140625
1681973591.8371227,1134,-1075.6260986328125
1681973593.1373115,1135,-1081.0875244140625
1681973594.456992,1136,-1222.27099609375
1681973598.3686383,1139,-1024.80126953125
1681973602.3091183,1142,-1045.526611328125
1681973606.196187,1145,-1079.6011962890625
1681973607.4855611,1146,-1054.3536376953125
1681973610.0844917,1148,-1003.676025390625
1681973611.3851929,1149,-1015.78271484375
1681973612.6895823,1150,-1142.2982177734375
1681973613.9898865,1151,-1097.2332763671875
1681973615.3162558,1152,-1149.295654296875
1681973616.6261897,1153,-1055.7061767578125
1681973619.228884,1155,-1073.0408935546875
1681973625.769074,1160,-1095.9248046875
1681973628.3613555,1162,-1115.9005126953125
1681973630.950599,1164,-1034.210205078125
1681973633.5472796,1166,-1064.660888671875
1681973634.8695364,1167,-1179.502197265625
1681973642.6916478,1173,-1773.255859375
1681973643.9968302,1174,-1313.6126708984375
1681973646.590143,1176,-1255.250244140625
1681973647.8790884,1177,-1462.2103271484375
1681973649.2095854,1178,-1211.79296875
1681973654.7076511,1182,-1040.8441162109375
1681973657.2967281,1184,-1061.65185546875
1681973659.881428,1186,-1235.0147705078125
1681973662.4883425,1188,-1200.53173828125
1681973663.791874,1189,-978.9078979492188
1681973665.0969145,1190,-1383.159423828125
1681973668.992176,1193,-1178.6229248046875
1681973670.2907326,1194,-1096.56591796875
1681973671.5907977,1195,-1495.5086669921875
1681973674.2030392,1197,-1025.0902099609375
1681973675.528454,1198,-1067.3729248046875
1681973679.4300795,1201,-1307.458984375
1681973680.74284,1202,-1062.8470458984375
1681973684.6339853,1205,-1046.7020263671875
1681973686.0295074,1206,-1085.5618896484375
1681973687.3434007,1207,-1081.4346923828125
1681973689.9381087,1209,-1196.23974609375
1681973695.1548226,1213,-1202.609619140625
1681973696.453916,1214,-1300.9635009765625
1681973697.7475677,1215,-992.0377197265625
1681973700.352664,1217,-937.9814453125
1681973701.6621392,1218,-983.728759765625
1681973708.184481,1223,-1108.81591796875
1681973710.776576,1225,-1081.940673828125
1681973714.7257602,1228,-1033.4866943359375
1681973716.0402596,1229,-2292.722412109375
1681973719.9369438,1232,-1133.9869384765625
1681973721.2373345,1233,-1079.9320068359375
1681973727.740112,1238,-1071.997802734375
1681973730.323959,1240,-948.0255737304688
1681973731.614894,1241,-1700.993896484375
1681973732.9063137,1242,-1118.0281982421875
1681973734.1953287,1243,-1189.890869140625
1681973735.5071137,1244,-1291.683837890625
1681973736.8011847,1245,-908.8692016601562
1681973738.1002073,1246,-1036.310546875
1681973741.9667704,1249,-1872.7547607421875
1681973743.2553997,1250,-1016.4066162109375
1681973744.5473769,1251,-1017.121337890625
1681973745.9053674,1252,-1175.1317138671875
1681973748.4901001,1254,-1170.8524169921875
1681973751.0754824,1256,-1512.03173828125
1681973752.3759925,1257,-949.0885620117188
1681973756.294043,1260,-949.0335693359375
1681973757.5918126,1261,-915.3421630859375
1681973761.6234896,1264,-1063.21533203125
1681973765.5536737,1267,-1129.658935546875
1681973770.731832,1271,-1095.5889892578125
1681973777.6023474,1276,-1143.81982421875
1681973778.9978683,1277,-1357.88330078125
1681973780.3502083,1278,-1312.020263671875
1681973786.2897658,1282,-1392.4520263671875
1681973790.4568365,1285,-1171.6085205078125
1681973797.160593,1290,-1187.3021240234375
1681973801.0724764,1293,-997.2910766601562
1681973805.0366986,1296,-1191.68310546875
1681973807.7492113,1298,-1113.94677734375
1681973809.0509074,1299,-1083.6773681640625
1681973812.9420886,1302,-992.5284423828125
1681973818.1592603,1306,-997.837646484375
1681973823.3868878,1310,-1039.8983154296875
1681973828.6040359,1314,-1074.6055908203125
1681973829.9012697,1315,-1034.82861328125
1681973836.4298127,1320,-989.8954467773438
1681973839.065818,1322,-1174.464111328125
1681973840.3723454,1323,-1101.2027587890625
1681973842.985643,1325,-1339.9990234375
1681973844.2886918,1326,-964.3446655273438
1681973846.9003708,1328,-1282.859619140625
1681973856.1230597,1335,-995.8652954101562
1681973867.8563569,1344,-1163.842529296875
1681973869.155951,1345,-1147.874267578125
1681973871.7846975,1347,-1023.3229370117188
1681973873.0848866,1348,-1084.203125
1681973876.990644,1351,-1091.3646240234375
1681973878.290337,1352,-1090.6070556640625
1681973880.912972,1354,-1060.865234375
1681973886.133514,1358,-1259.3369140625
1681973888.7333148,1360,-1059.8858642578125
1681973894.0146804,1364,-1224.7991943359375
